id,Name,How to,Form check,Movement plane id,Muscles worked (primary),Muscles worked (secondary),Equipment,YT video,"Excercise type (reps, reps x weight, timed, timed x weight)",workout section
rear_delt_reverse_fly_dumbbell,Rear Delt Reverse Fly (Dumbbell),"Hinge forward with a flat back holding a dumbbell in each hand below your chest. Raise the arms out to the sides until level with your shoulders, then lower them slowly.","Lead with the elbows · Stop level with the shoulders · Go light, this is a small muscle",iso_shoulder,Shoulders,Traps,Dumbbell,https://www.youtube.com/watch?v=3gJXpfwg_go,reps x weight,strength
rear_delt_reverse_fly_machine,Rear Delt Reverse Fly (Machine),"Sit facing the pad and grip the handles with your arms extended in front of you. Pull them out and back until your arms are level with your shoulders, then return under control.","Chest stays against the pad · Lead with the elbows, not the hands · Squeeze the shoulder blades at the back",iso_shoulder,Shoulders,Traps,Machine,https://www.youtube.com/watch?v=H4s9t4zbjAs,reps x weight,strength
renegade_row_dumbbell,Renegade Row (Dumbbell),"Set up in a push up position gripping a dumbbell in each hand with your feet wide. Row one dumbbell to your hip while keeping the hips square to the floor, then lower it and switch sides.","Hips stay square, resist the twist · Wide feet make it steadier · Use hex dumbbells so they do not roll",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Dumbbell,https://www.youtube.com/watch?v=Q28cLuweLv4,reps x weight,strength
reverse_crunch,Reverse Crunch,"Lie on your back with your hands by your sides and your knees bent over your hips. Curl the hips off the floor by pulling the knees toward your chest, then lower them slowly back down.","Lift the hips, do not just swing the legs · Lower slowly rather than dropping · Keep the lower back flat",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=XY8KzdDcMFg,reps,strength
reverse_curl_barbell,Reverse Curl (Barbell),"Hold a barbell in front of your thighs with an overhand grip about shoulder width. Curl it up to shoulder height keeping the knuckles up, then lower under control.","Overhand grip, knuckles stay up · Elbows pinned at the sides · Much lighter than a normal curl",iso_biceps,Biceps,Forearms,Barbell,https://www.youtube.com/watch?v=TUX58GM5fRQ,reps x weight,strength
reverse_curl_cable,Reverse Curl (Cable),"Attach a straight bar to a low pulley and grip it at shoulder width with palms facing down. Stand tall with elbows tucked to your sides. Curl the bar up toward your shoulders until your biceps contract, then lower it slowly until your arms are straight.",Keep palms facing down · Pin elbows to your sides · Curl up without leaning back,iso_biceps,Biceps,Forearms,Cable machine,https://www.youtube.com/watch?v=KHC9toCk_j0,reps x weight,strength
reverse_curl_dumbbell,Reverse Curl (Dumbbell),"Stand tall with a dumbbell in each hand and your palms facing down, arms fully extended. Keep your elbows close to your sides and curl the weights up until your biceps contract. Lower them slowly until your arms are straight, holding the palms-down grip.",Keep palms facing down · Elbows stay close to your sides,iso_biceps,Biceps,Forearms,Dumbbell,https://www.youtube.com/watch?v=u5DWQbPUcY8,reps x weight,strength
reverse_fly_single_arm_cable,Reverse Fly Single Arm (Cable),"Stand side on to a cable set at chest height and take the handle in the far hand across your body. Sweep the arm out and back until level with the shoulder, then return under control.","Sweep across and back, not straight down · Stop level with the shoulder · Keep the torso still, do not twist",iso_shoulder,Shoulders,Traps,Cable machine,https://www.youtube.com/watch?v=1u2LbQBx6Vc,reps x weight,strength
reverse_grip_concentration_curl,Reverse Grip Concentration Curl,"Sit with your legs apart and brace the back of your upper arm against the inside of your thigh, holding the dumbbell with an overhand grip. Curl it up keeping the knuckles high, then lower slowly.","Overhand grip, knuckles stay up · Upper arm braced on the thigh · Go much lighter than a normal curl",iso_biceps,Biceps,Forearms,Bodyweight,https://www.youtube.com/watch?v=qf9XOmPwbAQ,reps,strength
reverse_grip_lat_pulldown_cable,Reverse Grip Lat Pulldown (Cable),"Sit with your thighs under the pads and take an underhand grip about shoulder width. Pull the bar to your upper chest keeping the elbows close to your body, then return to a full stretch.","Underhand grip about shoulder width · Elbows stay close to the ribs · Chest tall, do not lean far back",vertical_pull,Lats,Biceps; Upper Back; Forearms,Cable machine,https://www.youtube.com/watch?v=SNiwpA13ZLU,reps x weight,strength
reverse_hyperextension,Reverse Hyperextension,"Lie face down on a bench or hyperextension machine with your hips at the edge and your legs hanging. Raise the straight legs until they line up with your torso, then lower them under control.","Stop when the legs reach level with the torso · Squeeze the glutes at the top · Lower slowly, do not swing",hinge,Glutes,Hamstrings; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=WCha157af1E,reps,strength
reverse_lunge,Reverse Lunge,"Stand tall and step one leg back into a long stride. Lower until the back knee is just above the floor, then push through the front heel to bring the back leg forward to standing.","Step back, not forward · Torso stays upright · Push through the front heel to return",lunge,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=xrPteyQLGAo,reps,strength
reverse_lunge_barbell,Reverse Lunge (Barbell),"Set a barbell across your upper back and step one leg back into a long stride. Lower until the back knee nearly touches the floor, then drive through the front heel to stand.","Torso stays upright under the bar · Step straight back, not across · Drive through the front heel",lunge,Quadriceps,Glutes; Hamstrings; Calves,Barbell,https://www.youtube.com/watch?v=fFdI96yZI18,reps x weight,strength
reverse_lunge_dumbbell,Reverse Lunge (Dumbbell),"Stand tall holding a dumbbell in each hand at your sides. Step backward with one leg and lower your hips until both knees bend near 90 degrees and the back knee nearly touches the floor. Drive through the front heel back to standing, then alternate legs.",Step straight back · Keep weight on front heel,lunge,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=Q2k3kYbtOcI,reps x weight,strength
reverse_plank,Reverse Plank,"Sit with your legs straight and your hands on the floor behind your hips, fingers pointing forward. Lift the hips until your body forms a straight line from heels to shoulders and hold.",Straight line from heels to shoulders · Squeeze the glutes to hold the hips up · Keep the shoulders down away from the ears,core_anti_extension,Abdominals,Glutes; Lower Back,Bodyweight,https://www.youtube.com/watch?v=gxz8EKgOLXs,timed,strength
ring_dip_rings_turned_out,Ring Dip (Rings Turned Out),Perform ring dips and finish each press by turning the rings out so the palms face forward at the top. Hold that turnout for a moment before the next rep.,Turn the rings out at the top · Elbows stay in · Start with a short turned out hold,vertical_push,Triceps,Chest; Shoulders,Gymnastic rings,https://www.youtube.com/watch?v=YEVNj_camq8,reps,strength
ring_dips,Ring Dips,"Support on rings with straight arms and the rings held close to the hips. Lower under control to the bottom, then press back up while stopping the rings from drifting out.",Keep the rings pinned near the hips · Slow and controlled · Straight arms at the top,vertical_push,Chest,Triceps; Shoulders,Gymnastic rings,https://www.youtube.com/watch?v=3rNC0b2Vt9w,reps,strength
romanian_deadlift_barbell,Romanian Deadlift (Barbell),"Stand tall holding a barbell at your thighs with your knees slightly bent. Push the hips back and lower the bar along your legs until you feel the hamstrings stretch, then drive the hips forward to stand.",Push the hips back rather than bending the knees · Bar stays in contact with the legs · Stop where the back would start to round,hinge,Hamstrings,Glutes; Lower Back; Adductors,Barbell,https://www.youtube.com/watch?v=xgusDooVfKU,reps x weight,strength
romanian_deadlift_dumbbell,Romanian Deadlift (Dumbbell),"Hold a dumbbell in each hand in front of your thighs with your knees slightly bent. Push the hips back and lower the weights down the front of your legs, then stand tall by driving the hips forward.","Weights stay close to the legs · Flat back, hips travel back · Stop at the point the hamstrings run out of stretch",hinge,Hamstrings,Glutes; Lower Back; Adductors,Dumbbell,https://www.youtube.com/watch?v=xAL7lHwj30E,reps x weight,strength
rope_cable_curl,Rope Cable Curl,"Attach a rope to a low pulley and hold one end in each hand with your elbows at your sides. Curl the rope up, turning the palms slightly out at the top, then lower against the cable.","Elbows pinned at the sides · Spread the rope slightly at the top · Keep tension at the bottom, no resting",iso_biceps,Biceps,Forearms,Cable machine,https://www.youtube.com/watch?v=nv27NqhllOc,reps x weight,strength
rope_straight_arm_pulldown,Rope Straight Arm Pulldown,"Attach a rope to a high pulley and stand a couple feet back with a staggered stance. Hinge forward from the hips with a straight back and take the rope with arms extended overhead. Sweep your arms down to your thighs, then control back up.","Spread the rope at your thighs · Arms straight, drive from the lats",vertical_pull,Lats,Biceps; Upper Back; Forearms,Cable machine,https://www.youtube.com/watch?v=CqsO1bQl9QI,reps x weight,strength
rowing_machine,Rowing Machine,"Strap in with your shins vertical and your arms straight. Drive with the legs first, then swing the torso back and finish by pulling the handle to your ribs, and reverse that order on the return.","Legs, then back, then arms · Return in the opposite order · Keep the chain moving level, do not yank up",cardio,Cardio,,Machine,https://www.youtube.com/watch?v=6_eLpWiNijE,timed,warmup/cooldown
running,Running,"Run at a pace you can hold for the whole session, landing under your hips rather than reaching out in front. Keep the shoulders relaxed and let the arms swing forward and back, not across the body.","Land with the foot under the hips · Shoulders stay relaxed · Arms swing forward and back, not across",cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=7j8wrUQ2Smc,timed,warmup/cooldown
russian_twist_bodyweight,Russian Twist (Bodyweight),"Sit with the knees bent and torso leaned back, feet up or down. Rotate the torso to touch the weight or hands to each side under control.","Rotate through the trunk, not just the arms · keep the chest up and back braced · move under control, no flinging · keep the core tight throughout",core_rotation,Abdominals,Lower Back,Bodyweight,https://www.youtube.com/watch?v=r7qlYt4xm-o,reps,strength
russian_twist_weighted,Russian Twist (Weighted),"Sit with your knees bent and lean your torso back to about forty five degrees, holding a plate or dumbbell at your chest. Rotate the weight to one side, then the other, turning through the ribs.","Rotate through the ribs, not just the arms · Keep the chest lifted, do not slump · Raise the feet only if the back stays flat",core_rotation,Abdominals,Lower Back,Bodyweight,https://www.youtube.com/watch?v=A6gYNC1NwZM,reps x weight,strength
